,0
1964-01-01,-0.3319964314539424
1964-02-01,-0.3565461198280664
1964-03-01,-0.37614533811085965
1964-04-01,-0.3300421491946553
1964-05-01,-0.3683394553116057
1964-06-01,-0.3803262120971801
1964-07-01,-0.4016944340799795
1964-08-01,-0.43072054901584833
1964-09-01,-0.44611015200804
1964-10-01,-0.4667794938333477
1964-11-01,-0.459559595881714
1964-12-01,-0.42349587985849735
1965-01-01,-0.43548651082106515
1965-02-01,-0.37371987955664765
1965-03-01,-0.45661167984876466
1965-04-01,-0.37686713032149705
1965-05-01,-0.36953515548252236
1965-06-01,-0.43997748636255074
1965-07-01,-0.46497071677148055
1965-08-01,-0.4485928386545392
1965-09-01,-0.49686985285778407
1965-10-01,-0.45982558408005725
1965-11-01,-0.45024931986545413
1965-12-01,-0.47253586199119285
1966-01-01,-0.4762847421806071
1966-02-01,-0.40482293708665873
1966-03-01,-0.38123961724480787
1966-04-01,-0.45230007129576927
1966-05-01,-0.42184280106349026
1966-06-01,-0.502534321465795
1966-07-01,-0.5206493176599994
1966-08-01,-0.5529745663802789
1966-09-01,-0.5430783537321239
1966-10-01,-0.5694783769963607
1966-11-01,-0.5429525583175413
1966-12-01,-0.5491976581148365
1967-01-01,-0.5252406775659161
1967-02-01,-0.43347972933461765
1967-03-01,-0.5212929731886677
1967-04-01,-0.5056206538732113
1967-05-01,-0.4937947802629942
1967-06-01,-0.5528526331058877
1967-07-01,-0.5357215174796823
1967-08-01,-0.6006630096538366
1967-09-01,-0.5747030286872552
1967-10-01,-0.6219885312753773
1967-11-01,-0.6565615608541743
1967-12-01,-0.5760306693250248
1968-01-01,-0.5235127726219835
1968-02-01,-0.5145978791574326
1968-03-01,-0.557775139522192
1968-04-01,-0.5367687544956412
1968-05-01,-0.5422490978018257
1968-06-01,-0.6099730459502634
1968-07-01,-0.587792692340084
1968-08-01,-0.5925485092110107
1968-09-01,-0.6421442162608053
1968-10-01,-0.6333013806483229
1968-11-01,-0.6442574112853139
1968-12-01,-0.6008888655417904
1969-01-01,-0.548388329212596
1969-02-01,-0.5526352321749033
1969-03-01,-0.5369903903000953
1969-04-01,-0.5613168388817842
1969-05-01,-0.5399046365302427
1969-06-01,-0.5966854646855871
1969-07-01,-0.6159164740946204
1969-08-01,-0.6678414326222177
1969-09-01,-0.6651224846809011
1969-10-01,-0.6406370939827187
1969-11-01,-0.6840815589462905
1969-12-01,-0.6254850178357731
1970-01-01,-0.5961346563987657
1970-02-01,-0.5933434634808237
1970-03-01,-0.5541797960735944
1970-04-01,-0.5748739703010712
1970-05-01,-0.5772911532355142
1970-06-01,-0.5926347014400307
1970-07-01,-0.5820107593232418
1970-08-01,-0.6348076047066873
1970-09-01,-0.6722310814142766
1970-10-01,-0.6610602955278652
1970-11-01,-0.7070350031908115
1970-12-01,-0.6613726259335895
1971-01-01,-0.6211826404549037
1971-02-01,-0.5773742613243297
1971-03-01,-0.5809103937987181
1971-04-01,-0.6006763615183479
1971-05-01,-0.6079094668493699
1971-06-01,-0.6715593536137464
1971-07-01,-0.6878202509152651
1971-08-01,-0.704818691935219
1971-09-01,-0.7180835411390668
1971-10-01,-0.7532448518274293
1971-11-01,-0.7443379759047456
1971-12-01,-0.6820926901712135
1972-01-01,-0.6602273105629286
1972-02-01,-0.6439421982558419
1972-03-01,-0.6304280541392929
1972-04-01,-0.6532339425464304
1972-05-01,-0.6869374074175638
1972-06-01,-0.6858975690755217
1972-07-01,-0.6896229355614865
1972-08-01,-0.7527046344425052
1972-09-01,-0.7480110197828501
1972-10-01,-0.7646548453782591
1972-11-01,-0.7545915005912497
1972-12-01,-0.7238502189191827
1973-01-01,-0.7237136537754784
1973-02-01,-0.6897662211210391
1973-03-01,-0.6675923855798558
1973-04-01,-0.677731419554268
1973-05-01,-0.7148066785343127
1973-06-01,-0.6875664239316539
1973-07-01,-0.7197858030358746
1973-08-01,-0.7221611770231194
1973-09-01,-0.7578737489362325
1973-10-01,-0.7277997821674504
1973-11-01,-0.7002516398512278
1973-12-01,-0.6776580033022819
1974-01-01,-0.6169413931460757
1974-02-01,-0.635470195461944
1974-03-01,-0.6395917654767045
1974-04-01,-0.6837641900207497
1974-05-01,-0.6780421398777144
1974-06-01,-0.7292953737660346
1974-07-01,-0.7667154086251234
1974-08-01,-0.7784661028558917
1974-09-01,-0.8332204365571271
1974-10-01,-0.8205251852514568
1974-11-01,-0.7837561887714976
1974-12-01,-0.8136368197889169
1975-01-01,-0.7803497843539348
1975-02-01,-0.7587190908503944
1975-03-01,-0.7239901437432222
1975-04-01,-0.7187315929499976
1975-05-01,-0.7078883567702849
1975-06-01,-0.7634553997010092
1975-07-01,-0.7620702402625115
1975-08-01,-0.8076959234104123
1975-09-01,-0.8212226897027153
1975-10-01,-0.828227405571473
1975-11-01,-0.8392769861054533
1975-12-01,-0.8044678351005877
1976-01-01,-0.7862946323329428
1976-02-01,-0.8486116746060435
1976-03-01,-0.7560105762934084
1976-04-01,-0.7803626498926484
1976-05-01,-0.7695779935811794
1976-06-01,-0.8141177274121503
1976-07-01,-0.8718287559592248
1976-08-01,-0.8496795215265783
1976-09-01,-0.8903190345215599
1976-10-01,-0.8864224358533074
1976-11-01,-0.8497472909588897
1976-12-01,-0.8552318754193055
1977-01-01,-0.8267226331892209
1977-02-01,-0.8065336826540805
1977-03-01,-0.7888303779517662
1977-04-01,-0.7541652670010653
1977-05-01,-0.7668239975894099
1977-06-01,-0.8403307497943814
1977-07-01,-0.8768322957153739
1977-08-01,-0.9382709655206211
1977-09-01,-1.0490377266552717
1977-10-01,-1.0614033086049552
1977-11-01,-1.0176504921527656
1977-12-01,-0.9934118479214304
1978-01-01,-0.9460360132514068
