,0
2016-12-01,-3.04206890020995
2017-01-01,-3.0762319409548047
2017-02-01,-3.073654111736071
2017-03-01,-3.078260114800248
2017-04-01,-3.067326205921621
2017-05-01,-3.0716561019064117
2017-06-01,-3.0859965957664293
2017-07-01,-3.032290221626981
2017-08-01,-3.033978448358568
2017-09-01,-3.064655424323842
2017-10-01,-3.0771929558270195
2017-11-01,-3.061615639635012
2017-12-01,-3.077895975230741
2018-01-01,-3.1665697477756827
2018-02-01,-3.1635902024448237
2018-03-01,-3.1753017708008633
2018-04-01,-3.0379747811828453
2018-05-01,-3.013075681640361
2018-06-01,-3.0238629592590636
2018-07-01,-3.030251042828216
2018-08-01,-3.0065891357240533
2018-09-01,-3.03629858502086
2018-10-01,-3.052389194132854
2018-11-01,-3.039696476688468
2018-12-01,-3.0293126488220343
2019-01-01,-3.048268191143695
2019-02-01,-3.0273296514321206
2019-03-01,-3.0414887492776437
2019-04-01,-3.0201258074733204
2019-05-01,-3.0070753458868
2019-06-01,-3.0185463385364915
2019-07-01,-3.01933363469138
2019-08-01,-3.007413370474581
2019-09-01,-3.0271822481695176
2019-10-01,-3.0361994533027294
2019-11-01,-3.016078445246289
2019-12-01,-3.0149758417718107
2020-01-01,-3.029402840501054
