,Train ME,Train RMSE,Train MAE,Train Points,Train r2,Validation ME,Validation RMSE,Validation MAE,Validation Points,Validation r2,Test ME,Test RMSE,Test MAE,Test Points,Test r2,Comp R2
374319113415201,0.06033730407060769,2.0230621001313054,1.3726293119217927,378.6,0.9976194798696436,0.07754996186096744,2.4551471448745956,1.6924457647792046,163.0,0.997183788316715,0.1405098769776373,12.68596504502824,11.47090622792212,135.4,0.4279866371674029,0.9937635831390162
374321113421001,-0.010478975065787901,0.5151663252218817,0.41657895785166277,70.0,0.9979111381212435,-0.06260513304016978,0.7477734907316524,0.6212975573735505,30.8,0.9953701149597192,-0.010498372246379794,1.5988106548655956,1.4363877677689456,25.2,0.7825515760328371,0.9846079798525694
374344113322403,0.031034577218297076,1.7114723957045155,1.2993881568563688,329.0,0.9985719500352562,0.18629751212044315,2.1636526494765804,1.6341153787804337,141.4,0.9981775246378873,0.3086785447039205,10.205843695761931,8.94434918529845,117.6,0.3755877377982983,0.9940891613502377
374346113390101,-0.05034722217379338,1.3300505269000478,1.026068793591279,139.2,0.9978944952307606,-0.341319560823346,1.8510173237505387,1.4470498893732109,60.0,0.99191459365192,0.8562184223013514,5.451944146979603,4.766022888620701,49.8,0.4383015651817302,0.9921979911411423
374411113305101,-0.1429562323259681,2.3981471445570692,1.7284774943028147,268.8,0.9971143971192002,-0.19984512646327984,3.246019971525547,2.216834551260446,116.0,0.9942026395491693,1.9042713882671845,12.009175413682897,10.908596446513496,96.2,0.3743583681251025,0.9889053566592223
374445113444501,-0.13602750202015995,1.695620895417488,1.225809839075927,417.0,0.9978238055444594,0.04964683552527642,1.884377459648483,1.397593420484077,179.0,0.9981972273810991,-0.9105605816415817,12.32203753725309,11.320574891194394,149.0,0.1851120453501888,0.987249558279339
374503113313701,-0.13692163786980763,2.3270840510279593,1.519924810528686,385.2,0.9965702983445599,-0.3461824382994564,3.2444417602380042,1.9654409711314684,166.0,0.9929408650319813,-3.3959698993571563,13.67974528321175,12.002735317900566,137.8,0.21611880897901678,0.9892912576271339
374503113361001,0.016729853320368963,1.2177665585685957,0.9398910594860037,208.4,0.9985357618621709,0.0908489076063981,1.4018276004532415,1.069673269824792,90.0,0.9974155852259543,0.5498787435321203,4.720553025415503,4.276888435471774,74.6,0.6163138667979953,0.9911752231131885
374504113370201,0.018220531945849272,0.7362654288305779,0.5844391697916483,75.0,0.9961736081637206,-0.6087355846114378,2.372230395891061,1.3953907402840273,33.0,0.8637476889993729,-0.4557233436573034,2.3872213606223953,1.8151659603672061,27.0,0.7193837412693621,0.9870977720959832
374505113433701,-0.21108118230929174,2.141783290115368,1.3210632937465476,401.4,0.9962468970685492,-0.2991861719429672,3.722114619113389,1.870936600758838,173.0,0.9882558438720487,-1.3303836725713771,13.737951632514239,12.276777276089447,143.6,0.30809611276907123,0.9910385826340498
374524113421501,-0.07402144942548915,0.6422295946792123,0.48870051199774284,93.4,0.9947300752779593,0.18495938934930764,1.509562498337243,1.1171068667226527,41.0,0.9363819983405837,0.2931899303793689,2.498082070294035,1.975613534043741,33.6,0.7110219170706913,0.983313183093544
374543113391201,-0.2094134087404723,1.4116017045160107,1.1127903221422089,226.0,0.9973281481434171,-0.365435047182792,1.7344924767407377,1.3463819730994664,98.0,0.9948705419417736,1.4121186386018196,4.552227044282986,3.995555686059909,81.0,0.4802984987630916,0.9930120414078304
374623113381301,-0.015237031979401072,0.9528443049850923,0.747283661463506,133.2,0.9962292923983865,-0.02181338213391616,1.1412101827632752,0.894437248167789,58.0,0.9934560945784886,0.7893634871546031,3.3557824329216372,2.946506464526599,47.8,0.5721596181734078,0.9896028884709848
374648113430901,0.021532110933079964,1.2259293963995677,0.9176809809479309,323.4,0.9978879625538741,0.2495454141013175,1.3913235823303396,1.0599525974461372,139.0,0.9979409700309609,0.3729436717236254,6.304458940508947,5.609340014047767,115.6,0.32127710870673437,0.990351534461225
374649113310201,-0.15276868008599417,1.7144181678712578,1.1823771645934933,424.0,0.9958595956211422,-0.11705727001798112,1.8771052415241125,1.3261889086140695,182.4,0.9959498553496091,-2.414241700137537,8.66029782001742,7.867636389292,151.6,0.38135325499720285,0.9856519636508793
374649113310301,0.026680603109830094,1.093003250504424,0.8367470625693276,98.0,0.971965404800828,-0.010461146396682167,1.8916102599564664,1.3667043970882982,42.0,0.9311859556666005,-0.12444518067069507,3.2000745245219364,2.4873819047105434,35.0,0.4803316749914103,0.9688319212933566
374649113342501,-0.048368418522082034,1.1643808050199256,0.9212761823813331,420.0,0.9992662611077023,-0.014162847344625546,1.3859034382374054,1.0850491353548155,180.0,0.9992472450369592,-2.225039689877178,10.59570808573975,9.869211975438423,150.0,0.41168407288227016,0.9929884805446355
374649113444801,-0.05161189867839604,0.9940555026706199,0.7821771673641293,442.0,0.999240980591137,0.11397899679266917,1.0143591281143658,0.8097218629545655,190.0,0.9992632810846457,-2.1484251455897843,10.580156311679778,9.684406324539635,158.0,0.24045496473825656,0.9938899583622556
374729113413002,-0.10450747421138802,1.081502046239989,0.8064169872634086,208.4,0.9964784300994992,-0.16781148688543707,1.6649112324539217,1.1588869258294432,90.0,0.9866727072929047,0.46217592255715256,3.904246002877931,3.1480891027208817,74.6,0.4920414135037635,0.9703412283064441
374741113390101,0.002785715997030222,0.6156405142819237,0.5113070710697285,130.2,0.9987700745161104,-0.01947799449150344,0.716311687009694,0.6195217655819617,57.0,0.9981038247997518,0.08090515316897343,1.844025240413292,1.6750646032699776,46.8,0.6162692192594121,0.9960260617307326
374808113420301,-0.14525898282786248,1.1119081142088476,0.8519556804733277,427.2,0.9989207239050165,-0.13624922173644435,1.2067301939322044,0.9165952817630973,184.0,0.9988874379967495,-1.4244352595759353,8.887764414752237,8.171642357216642,152.8,0.3170360508313748,0.9962733995718424
374833113402401,0.06144453611684677,1.248279515469375,0.8908973801999254,411.8,0.9986113622916019,0.22194018534713714,1.4146716220048785,0.9926708054421562,177.0,0.9984936470896326,-1.6164530738101497,9.93003225440647,9.194528149020908,147.2,0.3920092284477073,0.9905190506496308
374901113391301,-0.0313687807656193,0.8650871435486499,0.6581608659143102,270.2,0.9983025927760127,0.011351533138922527,1.1626201256170225,0.8796524669072948,117.0,0.9972789569941503,-0.12757346250195772,5.194310778977372,4.701908656076914,96.8,0.4344280498770658,0.9894793106598052
374926113384601,0.007304884474648421,0.2673894877346623,0.22643304320471191,88.2,0.9991506703416111,0.033378734499605434,0.28967487040914286,0.2414183938156734,39.0,0.9982059954218826,-0.017307924813699627,0.6277927656577339,0.5661068323041814,31.8,0.6866642573728148,0.9956192549744615
375009113374501,0.116079407391491,0.9104063291167716,0.7385907531654935,218.0,0.9993331864504444,0.23217243614380617,0.964329371149991,0.7944425177418065,94.0,0.9992429739068204,-0.09491396144995896,3.3967227492774454,3.2519956790904105,78.0,0.6784863828409284,0.9915336531813781
375025113411101,-0.09893141063995381,1.0737824951227426,0.8472564409323425,230.6,0.9989109277598702,-0.025828925583848118,1.1909917982841605,0.9178133387376342,99.0,0.9983995766122449,-0.41663267226520195,3.6571530830859738,3.4537460888496057,82.4,0.7753499145055047,0.9939078531205287
375128113391501,-0.007794630561859921,0.12053929538732225,0.09354163814014196,95.0,0.9976410999148854,-0.015787411167539612,0.22270031657808548,0.161374596612013,41.8,0.9846887134390082,0.08567358419510876,0.6616896960006013,0.5764526902882586,34.2,0.3899416409378865,0.9887301620428575
375245113290001,-0.09659582490422779,0.46169674415760403,0.3573477952866413,244.6,0.9992796805131317,-0.10682842896094372,0.5192328450162955,0.41557233917360586,105.0,0.9992556647044177,-0.336472711339744,1.9465986800536919,1.7808634628516615,87.4,0.5429700478417951,0.9902091768315242
375324113345301,-0.0820738056597142,0.4125921464257482,0.3190860592209361,241.6,0.9992538079923321,-0.07204267458044587,0.4997653204488411,0.35223281743931245,104.0,0.9973754533803219,0.41808036618150657,1.844811297188068,1.687743660502574,86.4,0.4652350841697374,0.9929292520075043
375429113403901,0.0074622150006416876,0.40273634381426493,0.300621096215565,387.0,0.9977361423296095,-0.02028323323620936,0.5182280032766456,0.37021867888885795,166.6,0.9970766957594407,-0.40514360266384114,2.7880071321833912,2.5459079215742273,138.4,0.305091156445153,0.9929469511892698
375531113361901,-0.005207124230228089,0.28021717759325415,0.19521585923792342,262.2,0.9932590836480581,0.008468005885077751,0.3927714673099807,0.2725409542985676,113.0,0.9872069498409888,0.27849713578454427,1.226128352865596,1.0672171786299036,93.8,0.39990869006855495,0.9865151441774329
375754113274501,0.005544638075991255,0.1328286240634196,0.1019970523086233,241.6,0.9963810790044979,0.004115538180975328,0.15764809945058458,0.11279847903073321,104.0,0.9929026856853891,0.024376616962734663,0.5520512433238517,0.44348396444448585,86.4,0.25225789429545487,0.9885773866095312
