,Longitude,Latitude
3.74157E+14,-113.6527431,37.69913949
3.74159E+14,-113.6530209,37.699695
3.74159E+14,-113.6602434,37.69969496
3.74159E+14,-113.6607989,37.69969495
3.74159E+14,-113.6838552,37.6996947
3.742E+14,-113.6521876,37.6999728
3.74205E+14,-113.6791329,37.70136139
3.74209E+14,-113.5402397,37.70247387
3.74209E+14,-113.5402397,37.70247387
3.74209E+14,-113.5402397,37.70247387
3.74211E+14,-113.663299,37.70302818
3.74213E+14,-113.6613546,37.7035837
3.74214E+14,-113.6446874,37.70386168
3.7422E+14,-113.6463541,37.70552828
3.74222E+14,-113.6513543,37.70608377
3.74224E+14,-113.6432985,37.7066394
3.74224E+14,-113.6471875,37.70663936
3.74225E+14,-113.6505209,37.70691709
3.74226E+14,-113.6519099,37.70719485
3.74226E+14,-113.6519099,37.70719485
3.74227E+14,-113.660799,37.7074725
3.74227E+14,-113.662188,37.7074725
3.74227E+14,-113.669966,37.70747244
3.74227E+14,-113.673855,37.7074724
3.74227E+14,-113.680244,37.7074723
3.74227E+14,-113.6846887,37.70747229
3.74227E+14,-113.691911,37.7074722
3.74227E+14,-113.6921889,37.7074722
3.74227E+14,-113.6921889,37.7074722
3.74228E+14,-113.653021,37.70775038
3.74228E+14,-113.6538544,37.70775037
3.74228E+14,-113.660799,37.7077503
3.74228E+14,-113.6735772,37.70775017
3.74228E+14,-113.7008003,37.7077499
3.74228E+14,-113.701078,37.70774989
3.74229E+14,-113.6755217,37.7080279
3.7423E+14,-113.6541322,37.7083059
3.74231E+14,-113.7058004,37.70858316
3.74232E+14,-113.6510765,37.70886148
3.74233E+14,-113.6546878,37.7091392
3.74233E+14,-113.6549655,37.7091392
3.74235E+14,-113.6610768,37.70969469
3.74237E+14,-113.6546878,37.7102503
3.74246E+14,-113.6566323,37.7127502
3.74249E+14,-113.6566323,37.7135835
3.74249E+14,-113.7044115,37.713583
3.74251E+14,-113.658299,37.71413905
3.74251E+14,-113.658299,37.71413905
3.74252E+14,-113.6502432,37.7144169
3.74252E+14,-113.655799,37.71441685
3.74253E+14,-113.6507988,37.71469467
3.74253E+14,-113.6532989,37.71469465
3.74253E+14,-113.6563545,37.7146946
3.74253E+14,-113.6563545,37.7146946
3.74253E+14,-113.6649659,37.7146945
3.74253E+14,-113.6696883,37.71469448
3.74253E+14,-113.6696883,37.71469448
3.74253E+14,-113.681633,37.71469435
3.74253E+14,-113.6924667,37.71469424
3.74254E+14,-113.7002448,37.7149719
3.74255E+14,-113.6716328,37.71525
3.74255E+14,-113.6719106,37.71524999
3.74255E+14,-113.6719106,37.71524999
3.74256E+14,-113.6719106,37.71552776
3.74306E+14,-113.707745,37.7183051
3.74312E+14,-113.683022,37.7196942
3.74313E+14,-113.6877444,37.7202497
3.74313E+14,-113.6877444,37.7202497
3.74314E+14,-113.6933002,37.7205274
3.74319E+14,-113.5316287,37.72191797
3.74319E+14,-113.6507989,37.7219167
3.74319E+14,-113.6507989,37.7219167
3.74319E+14,-113.6510767,37.7219167
3.74319E+14,-113.6638549,37.72191657
3.74319E+14,-113.6985781,37.7219162
3.7432E+14,-113.6574658,37.7221944
3.7432E+14,-113.659688,37.7219166
3.7432E+14,-113.6699661,37.72219428
3.7432E+14,-113.6702439,37.72219427
3.7432E+14,-113.6835777,37.7221941
3.74321E+14,-113.6580214,37.72247217
3.74321E+14,-113.7035783,37.72247169
3.74327E+14,-113.6985781,37.72413837
3.74328E+14,-113.6988559,37.7244161
3.74329E+14,-113.6985781,37.7246939
3.74329E+14,-113.6988559,37.7246939
3.7433E+14,-113.6980226,37.72497169
3.7433E+14,-113.7019116,37.72497164
3.74332E+14,-113.655799,37.72552768
3.74343E+14,-113.5369067,37.7285844
3.74344E+14,-113.531351,37.72886226
3.74344E+14,-113.5366289,37.7288622
3.74344E+14,-113.5366289,37.7288622
3.74344E+14,-113.5407957,37.72886216
3.74344E+14,-113.5407957,37.72886216
3.74344E+14,-113.5407957,37.72886216
3.74345E+14,-113.6605215,37.72913864
3.74345E+14,-113.664966,37.7291386
3.74346E+14,-113.6510768,37.7294165
3.74346E+14,-113.6510768,37.7294165
3.74347E+14,-113.5727411,37.7296951
3.74348E+14,-113.6566325,37.729972
3.74354E+14,-113.6452433,37.73163874
3.74411E+14,-113.5149618,37.73636227
3.74411E+14,-113.6332986,37.73636098
3.74411E+14,-113.6332986,37.73636098
3.74412E+14,-113.6285762,37.7366388
3.74412E+14,-113.6285762,37.7366388
3.74412E+14,-113.6419099,37.73663865
3.74412E+14,-113.6466323,37.7366386
3.74412E+14,-113.6466323,37.7366386
3.74412E+14,-113.6649662,37.7366384
3.74412E+14,-113.6649662,37.7366384
3.74413E+14,-113.665244,37.73691617
3.74413E+14,-113.665244,37.73691617
3.74413E+14,-113.665244,37.73691617
3.74425E+14,-113.6505213,37.74024958
3.74425E+14,-113.6505213,37.74024958
3.74425E+14,-113.6580216,37.7402495
3.74433E+14,-113.6555215,37.74247169
3.74433E+14,-113.6555215,37.74247169
3.74437E+14,-113.619965,37.74358317
3.74437E+14,-113.6424656,37.7435829
3.74437E+14,-113.6430212,37.7435829
3.74438E+14,-113.616076,37.74386098
3.74438E+14,-113.6494103,37.7438606
3.74438E+14,-113.6544104,37.74386055
3.74438E+14,-113.6544104,37.74386055
3.74438E+14,-113.7480242,37.7438595
3.74441E+14,-113.7713584,37.7446925
3.74442E+14,-113.766636,37.74497034
3.74444E+14,-113.6007978,37.74552778
3.74444E+14,-113.7427463,37.74552619
3.74445E+14,-113.7466353,37.7458039
3.74445E+14,-113.766636,37.74580365
3.74446E+14,-113.6374655,37.7460829
3.74446E+14,-113.7466353,37.74608169
3.74447E+14,-113.7202456,37.74635975
3.74448E+14,-113.7202457,37.7466375
3.74457E+14,-113.6569105,37.74913817
3.74457E+14,-113.6569105,37.74913817
3.74457E+14,-113.710801,37.74913756
3.74459E+14,-113.6538549,37.74969374
3.74459E+14,-113.6538549,37.74969374
3.74501E+14,-113.6396878,37.75024945
3.74502E+14,-113.6346877,37.75052727
3.74503E+14,-113.5277402,37.75080625
3.74503E+14,-113.6010756,37.7508054
3.74503E+14,-113.710801,37.75080419
3.74504E+14,-113.6038535,37.75108317
3.74504E+14,-113.6091314,37.7510831
3.74504E+14,-113.6180206,37.751083
3.74504E+14,-113.6182983,37.751083
3.74504E+14,-113.6416323,37.75108274
3.74504E+14,-113.648577,37.75108266
3.74504E+14,-113.648577,37.75108266
3.74504E+14,-113.6566328,37.75108257
3.74504E+14,-113.6591328,37.75108254
3.74505E+14,-113.6091314,37.75136088
3.74505E+14,-113.6188539,37.75136077
3.74505E+14,-113.7277459,37.75135954
3.74506E+14,-113.6419101,37.75163828
3.74506E+14,-113.6421879,37.75163828
3.74506E+14,-113.6916338,37.7516377
3.74507E+14,-113.6660775,37.75191578
3.74508E+14,-113.6869114,37.7521933
3.74508E+14,-113.687467,37.7521933
3.74509E+14,-113.6871892,37.75247109
3.74509E+14,-113.687467,37.75247108
3.74509E+14,-113.687467,37.75247108
3.74509E+14,-113.7619136,37.7524702
3.74512E+14,-113.6660775,37.75330464
3.74512E+14,-113.6663553,37.7533046
3.74512E+14,-113.6663553,37.7533046
3.74513E+14,-113.6377434,37.7535827
3.74514E+14,-113.6396879,37.75386048
3.74514E+14,-113.7216346,37.75385955
3.74517E+14,-113.6332988,37.75469387
3.74517E+14,-113.7099676,37.754693
3.74517E+14,-113.7855256,37.75469204
3.74518E+14,-113.651077,37.75497144
3.74524E+14,-113.7060786,37.75830408
3.74525E+14,-113.7155233,37.7569151
3.74527E+14,-113.7871923,37.7574697
3.74529E+14,-113.7916369,37.7580252
3.7453E+14,-113.6055203,37.7583052
3.7453E+14,-113.6099649,37.75830517
3.7453E+14,-113.63691,37.75830486
3.7453E+14,-113.6388545,37.75830484
3.7453E+14,-113.647188,37.75830475
3.7453E+14,-113.6632997,37.75830456
3.7453E+14,-113.6632997,37.75830456
3.7453E+14,-113.7019119,37.7583041
3.7453E+14,-113.7099676,37.758304
3.74531E+14,-113.6969117,37.75858195
3.74531E+14,-113.7013563,37.7585819
3.74531E+14,-113.7013563,37.7585819
3.74537E+14,-113.6257986,37.76024939
3.74537E+14,-113.6549661,37.76024906
3.74537E+14,-113.7924703,37.76024737
3.74539E+14,-113.6424658,37.76080475
3.74541E+14,-113.6657998,37.76136
3.74542E+14,-113.6377434,37.7616381
3.74543E+14,-113.6541328,37.7619157
3.74543E+14,-113.6660775,37.76191557
3.74543E+14,-113.6663553,37.76191556
3.74545E+14,-113.7852478,37.76246965
3.74545E+14,-113.7916369,37.76246956
3.74547E+14,-113.6277432,37.76302709
3.74549E+14,-113.6332989,37.76358257
3.7455E+14,-113.6332989,37.76386034
3.7455E+14,-113.6332989,37.76386034
3.74551E+14,-113.6571884,37.76413784
3.74551E+14,-113.6574662,37.76413784
3.74551E+14,-113.6574662,37.76413784
3.74555E+14,-113.5457965,37.7652502
3.74555E+14,-113.628021,37.76524926
3.74555E+14,-113.6613552,37.76524888
3.74555E+14,-113.6707999,37.76524878
3.74556E+14,-113.5213514,37.76552826
3.74556E+14,-113.5738528,37.76552766
3.74556E+14,-113.6521883,37.76552676
3.74556E+14,-113.696634,37.76552625
3.74557E+14,-113.6594107,37.76580445
3.74558E+14,-113.6877448,37.7660819
3.74558E+14,-113.6994118,37.76608176
3.74558E+14,-113.6994118,37.76608176
3.74558E+14,-113.8044151,37.7660804
3.74559E+14,-113.6919116,37.7663596
3.74559E+14,-113.6919116,37.7663596
3.74602E+14,-113.6919116,37.7671929
3.74603E+14,-113.8133043,37.76746914
3.74604E+14,-113.6919116,37.76774848
3.74608E+14,-113.638299,37.76886018
3.74609E+14,-113.6532995,37.76913778
3.74612E+14,-113.655244,37.76997108
3.74615E+14,-113.8105264,37.77080244
3.74615E+14,-113.8119154,37.7708024
3.74616E+14,-113.7860811,37.77108056
3.74617E+14,-113.7855255,37.77135834
3.74617E+14,-113.7858033,37.7713583
3.74618E+14,-113.783581,37.77163614
3.74618E+14,-113.783581,37.77163614
3.74619E+14,-113.6569107,37.77191546
3.74621E+14,-113.5074623,37.7724727
3.74621E+14,-113.705523,37.77247045
3.74622E+14,-113.5096846,37.77275047
3.74622E+14,-113.5124624,37.7727504
3.74622E+14,-113.5149625,37.7727504
3.74622E+14,-113.5182959,37.77275037
3.74622E+14,-113.5213515,37.7727503
3.74622E+14,-113.5216293,37.7727503
3.74622E+14,-113.710801,37.77274816
3.74623E+14,-113.6288544,37.77302687
3.74623E+14,-113.6377435,37.77302677
3.74623E+14,-113.6877449,37.77302619
3.74623E+14,-113.7013563,37.773026
3.74623E+14,-113.7013563,37.773026
3.74623E+14,-113.701634,37.773026
3.74623E+14,-113.7063565,37.77302598
3.74625E+14,-113.6921894,37.77358169
3.74625E+14,-113.7063565,37.7735815
3.74628E+14,-113.6877449,37.77441505
3.74629E+14,-113.687467,37.7746928
3.7463E+14,-113.6285766,37.77497128
3.7463E+14,-113.6569107,37.77497095
3.74631E+14,-113.6277433,37.77524906
3.74632E+14,-113.6271877,37.7755268
3.74632E+14,-113.6282989,37.7755268
3.74635E+14,-113.7441352,37.7763588
3.74635E+14,-113.7721917,37.7763584
3.74636E+14,-113.5219072,37.77663914
3.74636E+14,-113.5219072,37.77663914
3.74636E+14,-113.6377436,37.7766378
3.74641E+14,-113.7335794,37.77802556
3.74642E+14,-113.6833003,37.7783039
3.74642E+14,-113.744413,37.7783032
3.74643E+14,-113.6924672,37.77858157
3.74643E+14,-113.7016341,37.77858147
3.74643E+14,-113.7308016,37.7785811
3.74645E+14,-113.5091291,37.77913924
3.74647E+14,-113.7435797,37.77969207
3.74648E+14,-113.6260766,37.7799712
3.74648E+14,-113.7199679,37.7799701
3.74648E+14,-113.8185822,37.77996879
3.74649E+14,-113.5160738,37.78025025
3.74649E+14,-113.5169071,37.78025024
3.74649E+14,-113.5180183,37.7802502
3.74649E+14,-113.518296,37.7802502
3.74649E+14,-113.5366299,37.78025
3.74649E+14,-113.5744086,37.78024957
3.74649E+14,-113.6274655,37.78024896
3.74649E+14,-113.6557996,37.7802486
3.74649E+14,-113.691356,37.7802482
3.74649E+14,-113.6916339,37.7802482
3.74649E+14,-113.696634,37.78024816
3.74649E+14,-113.7010786,37.7802481
3.74649E+14,-113.7016341,37.7802481
3.74649E+14,-113.7016341,37.7802481
3.74649E+14,-113.7063565,37.78024804
3.74649E+14,-113.7063565,37.78024804
3.74649E+14,-113.710801,37.78024799
3.74649E+14,-113.7474687,37.78024757
3.74649E+14,-113.7566356,37.78024745
3.7465E+14,-113.6460771,37.7805265
3.74651E+14,-113.5266296,37.78080567
3.74652E+14,-113.6271878,37.78108228
3.74652E+14,-113.7119122,37.7810813
3.74652E+14,-113.812193,37.78107997
3.74701E+14,-113.5046847,37.78358365
3.74701E+14,-113.5046847,37.78358365
3.74701E+14,-113.644966,37.783582
3.74702E+14,-113.6738557,37.78385946
3.74715E+14,-113.6296879,37.787471
3.74715E+14,-113.6560775,37.7874707
3.74715E+14,-113.6560775,37.7874707
3.74715E+14,-113.6577442,37.78747068
3.74715E+14,-113.6577442,37.78747068
3.74715E+14,-113.7016342,37.78747017
3.74715E+14,-113.7016342,37.78747017
3.74715E+14,-113.7105233,37.78747006
3.74716E+14,-113.6349658,37.7877487
3.74716E+14,-113.7566356,37.78774728
3.74717E+14,-113.7163568,37.7880255
3.74718E+14,-113.5163517,37.78830564
3.74719E+14,-113.6544107,37.7885818
3.74721E+14,-113.7105233,37.78913669
3.74722E+14,-113.6969118,37.7894146
3.74725E+14,-113.7166345,37.7902477
3.74729E+14,-113.6349658,37.79135975
3.74729E+14,-113.6924673,37.79135908
3.74729E+14,-113.6924673,37.79135908
3.7473E+14,-113.7155234,37.79163658
3.74738E+14,-113.62691,37.79385979
3.74739E+14,-113.7010786,37.79413669
3.74739E+14,-113.7016342,37.79413669
3.74739E+14,-113.7016342,37.79413669
3.74739E+14,-113.7158012,37.7941365
3.7474E+14,-113.7471909,37.7944139
3.7474E+14,-113.8574723,37.79441236
3.74741E+14,-113.6510774,37.7946928
3.74741E+14,-113.6607998,37.7946927
3.74741E+14,-113.6694112,37.7946926
3.74741E+14,-113.6741335,37.79469255
3.74741E+14,-113.6880227,37.79469239
3.74741E+14,-113.688856,37.79469238
3.74741E+14,-113.6963563,37.79469229
3.74741E+14,-113.6969118,37.79469229
3.74742E+14,-113.6830226,37.7949702
3.74742E+14,-113.7016342,37.79497
3.74742E+14,-113.7105233,37.7949699
3.74742E+14,-113.7563578,37.79496935
3.74743E+14,-113.6913562,37.7952479
3.74743E+14,-113.7849699,37.7952467
3.74743E+14,-113.8574723,37.79524568
3.74744E+14,-113.8933069,37.79552294
3.74745E+14,-113.6474662,37.79580395
3.74749E+14,-113.6571887,37.7969149
3.74749E+14,-113.8927513,37.7969118
3.74753E+14,-113.7802475,37.7980245
3.74806E+14,-113.6738558,37.80163685
3.74806E+14,-113.8494164,37.80163454
3.74807E+14,-113.6327437,37.8019151
3.74807E+14,-113.637466,37.80191505
3.74807E+14,-113.6741335,37.8019146
3.74807E+14,-113.6833004,37.8019145
3.74808E+14,-113.6921895,37.80219218
3.74808E+14,-113.7016342,37.80219207
3.74808E+14,-113.7063565,37.802192
3.74809E+14,-113.6933007,37.80246994
3.7481E+14,-113.691634,37.8027477
3.7481E+14,-113.691634,37.8027477
3.74815E+14,-113.8580278,37.80413437
3.74816E+14,-113.8560833,37.80441217
3.74817E+14,-113.6874672,37.80469218
3.74821E+14,-113.6613555,37.80580358
3.74822E+14,-113.6933007,37.80608097
3.74824E+14,-113.6621888,37.80663689
3.74829E+14,-113.6741336,37.8080256
3.7483E+14,-113.6860783,37.8083032
3.74831E+14,-113.6819115,37.80858105
3.74832E+14,-113.5646866,37.8088602
3.74832E+14,-113.5646866,37.8088602
3.74832E+14,-113.5824648,37.80886
3.74833E+14,-113.637466,37.8091371
3.74833E+14,-113.6466329,37.809137
3.74833E+14,-113.6466329,37.809137
3.74833E+14,-113.6546887,37.8091369
3.74833E+14,-113.6557998,37.8091369
3.74833E+14,-113.6694112,37.80913675
3.74833E+14,-113.6741336,37.80913669
3.74834E+14,-113.6835782,37.80941435
3.74835E+14,-113.6188545,37.80969289
3.74835E+14,-113.6783003,37.80969218
3.74835E+14,-113.6783003,37.80969218
3.74835E+14,-113.6921896,37.809692
3.74836E+14,-113.8458051,37.80996775
3.74852E+14,-113.8763616,37.81441166
3.74857E+14,-113.5099632,37.81580517
3.749E+14,-113.6377439,37.81663696
3.749E+14,-113.678856,37.81663647
3.74901E+14,-113.654411,37.8169145
3.74901E+14,-113.654411,37.8169145
3.74901E+14,-113.6552443,37.8169145
3.74902E+14,-113.841916,37.81718987
3.74904E+14,-113.6463552,37.81774795
3.74907E+14,-113.4435725,37.8185834
3.74907E+14,-113.677467,37.81858089
3.7492E+14,-113.6769115,37.8221919
3.74922E+14,-113.6921896,37.82274729
3.74923E+14,-113.7116345,37.8230248
3.74923E+14,-113.7555244,37.8230243
3.74925E+14,-113.8696947,37.8235782
3.74926E+14,-113.6469108,37.8238589
3.74926E+14,-113.6649668,37.8238587
3.74943E+14,-113.4785737,37.82858296
3.74948E+14,-113.8071927,37.82996786
3.74948E+14,-113.8071927,37.82996786
3.7495E+14,-113.7102456,37.83052469
3.74951E+14,-113.5094079,37.83080489
3.74952E+14,-113.7016343,37.8310803
3.74952E+14,-113.7016343,37.8310803
3.74952E+14,-113.7105234,37.8310802
3.74952E+14,-113.8741392,37.831078
3.74953E+14,-113.70969,37.831358
3.74954E+14,-113.7038566,37.83163585
3.74955E+14,-113.6933008,37.83191375
3.74957E+14,-113.6966342,37.83246925
3.75001E+14,-113.7016343,37.83358028
3.75003E+14,-113.7038566,37.8341358
3.75005E+14,-113.8385825,37.8346895
3.75007E+14,-113.705801,37.83524686
3.75008E+14,-113.6783005,37.83552497
3.75009E+14,-113.6299661,37.8358033
3.75009E+14,-113.6305217,37.8358033
3.75011E+14,-113.6299661,37.83635887
3.75014E+14,-113.6299661,37.83719218
3.75017E+14,-113.5463533,37.8380265
3.75017E+14,-113.6010766,37.83802585
3.75018E+14,-113.5463533,37.83830429
3.75018E+14,-113.5824652,37.83830385
3.75018E+14,-113.5824652,37.83830385
3.75018E+14,-113.6652447,37.83830284
3.75021E+14,-113.636633,37.8391365
3.75021E+14,-113.6871896,37.83913589
3.75023E+14,-113.6871896,37.8396914
3.75025E+14,-113.6871896,37.84024698
3.75025E+14,-113.6877451,37.84024697
3.75031E+14,-113.6655225,37.84191387
3.75044E+14,-113.6605224,37.84552497
3.75044E+14,-113.6741338,37.8455248
3.75046E+14,-113.6613557,37.8460805
3.75047E+14,-113.6649669,37.8463582
3.75049E+14,-113.7855253,37.8469122
3.75051E+14,-113.6921897,37.84746898
3.75052E+14,-113.8580274,37.8477445
3.75057E+14,-113.600799,37.8491367
3.75101E+14,-113.6774672,37.85024688
3.75109E+14,-113.5096861,37.8524711
3.75109E+14,-113.5646872,37.85247045
3.75109E+14,-113.6741338,37.8524691
3.7511E+14,-113.5099639,37.85274889
3.7511E+14,-113.6194105,37.85274754
3.75112E+14,-113.7485797,37.8533015
3.75113E+14,-113.690523,37.85357998
3.75128E+14,-113.6549668,37.857747
3.75128E+14,-113.6549668,37.857747
3.75128E+14,-113.7299683,37.85774607
3.75138E+14,-113.6555224,37.8605247
3.75142E+14,-113.8302487,37.8616335
3.75149E+14,-113.746913,37.86357907
3.752E+14,-113.6349665,37.86663595
3.75202E+14,-113.5094086,37.86719306
3.75202E+14,-113.5824655,37.86719215
3.75202E+14,-113.6771895,37.86719097
3.75205E+14,-113.7838585,37.8680229
3.75209E+14,-113.7824695,37.869134
3.75209E+14,-113.7824695,37.869134
3.75227E+14,-113.5824656,37.87413645
